	Term1	Term2	String1	String2	wikidata_iri_1	wikidata_iri_2	Mean	StdDev	RawScores
609	fc_dynamo_voronezh	soviet_armed_forces	F.C. Dynamo Voronezh	Soviet Armed Forces		http://www.wikidata.org/entity/Q7915590	1.25	2.1651	[0, 5, 0, 0]
610	vatican_hill	habitat_for_humanity	Vatican Hill	Habitat for Humanity	http://www.wikidata.org/entity/Q1053000	http://www.wikidata.org/entity/Q1192147	1.25	2.1651	[0, 0, 5, 0]
611	jon_stewart	miller_brewing_company	Jon Stewart	Miller Brewing Company	http://www.wikidata.org/entity/Q211987	http://www.wikidata.org/entity/Q658637	1.2	2.4	[0, 0, 6, 0, 0]
612	alcoholics_anonymous	ukrainian_premier_league	Alcoholics Anonymous	Ukrainian Premier League	http://www.wikidata.org/entity/Q18231	http://www.wikidata.org/entity/Q206073	1.2	1.6	[0, 2, 4, 0, 0]
613	sparta	pfizer	Sparta	Pfizer	http://www.wikidata.org/entity/Q5690	http://www.wikidata.org/entity/Q206921	1.2	2.4	[6, 0, 0, 0, 0]
614	sudan	american_ballet_theatre	Sudan	American Ballet Theatre	http://www.wikidata.org/entity/Q1049	http://www.wikidata.org/entity/Q463443	1.0	1.7321	[0, 0, 0, 4]
615	george_carlin	spanish_armed_forces	George Carlin	Spanish Armed Forces	http://www.wikidata.org/entity/Q150651	http://www.wikidata.org/entity/Q326991	1.0	1.0954	[1, 3, 0, 0, 1]
616	bell_hooks	pfizer	bell hooks	Pfizer	http://www.wikidata.org/entity/Q259507	http://www.wikidata.org/entity/Q206921	1.0	1.7321	[0, 0, 0, 4]
617	oliver_cromwell	tumblr	Oliver Cromwell	Tumblr	http://www.wikidata.org/entity/Q44279	http://www.wikidata.org/entity/Q384060	1.0	1.0954	[1, 3, 0, 0, 1]
618	yangtze_river	university_of_notre_dame	Yangtze	University of Notre Dame	http://www.wikidata.org/entity/Q5413	http://www.wikidata.org/entity/Q178848	1.0	1.2247	[0, 3, 1, 0]
619	groucho_marx	fiji	Groucho Marx	Fiji	http://www.wikidata.org/entity/Q103846	http://www.wikidata.org/entity/Q712	1.0	1.7321	[4, 0, 0, 0]
620	johann_sebastian_bach	nicholas_ii_of_russia	Johann Sebastian Bach	Nicholas II of Russia	http://www.wikidata.org/entity/Q1339	http://www.wikidata.org/entity/Q40787	1.0	1.7321	[4, 0, 0, 0]
621	abraham_lincoln	world_economic_forum	Abraham Lincoln	World Economic Forum	http://www.wikidata.org/entity/Q91	http://www.wikidata.org/entity/Q170418	1.0	1.7321	[4, 0, 0, 0]
622	palace_of_versailles	ohio_state_university	Palace of Versailles	Ohio State University	http://www.wikidata.org/entity/Q2946	http://www.wikidata.org/entity/Q309331	1.0	1.2247	[0, 1, 3, 0]
623	sachin_tendulkar	stanford_university	Sachin Tendulkar	Stanford University	http://www.wikidata.org/entity/Q9488	http://www.wikidata.org/entity/Q41506	1.0	1.7321	[0, 4, 0, 0]
624	rijksmuseum	antarctica	Rijksmuseum	Antarctica	http://www.wikidata.org/entity/Q190804	http://www.wikidata.org/entity/Q51	1.0	1.7321	[4, 0, 0, 0]
625	spanish_armed_forces	pfizer	Spanish Armed Forces	Pfizer	http://www.wikidata.org/entity/Q326991	http://www.wikidata.org/entity/Q206921	1.0	1.7321	[0, 4, 0, 0]
626	albania	european_space_agency	Albania	European Space Agency	http://www.wikidata.org/entity/Q222	http://www.wikidata.org/entity/Q42262	1.0	1.7321	[0, 0, 4, 0]
627	jimi_hendrix	miller_brewing_company	Jimi Hendrix	Miller Brewing Company	http://www.wikidata.org/entity/Q5928	http://www.wikidata.org/entity/Q658637	0.8	1.6	[4, 0, 0, 0, 0]
628	j._k._rowling	italy	J. K. Rowling	Italy	http://www.wikidata.org/entity/Q34660	http://www.wikidata.org/entity/Q38	0.8	1.6	[4, 0, 0, 0, 0]
629	gustav_mahler	fc_seoul	Gustav Mahler	F.C. Seoul	http://www.wikidata.org/entity/Q7304	http://www.wikidata.org/entity/Q482406	0.8	1.6	[0, 0, 0, 0, 4]
630	american_civil_liberties_union	united_states_department_of_agriculture	American Civil Liberties Union	United States Department of Agriculture	http://www.wikidata.org/entity/Q21637	http://www.wikidata.org/entity/Q501542	0.75	1.299	[0, 3, 0, 0]
631	china	cnn	China	CNN	http://www.wikidata.org/entity/Q148	http://www.wikidata.org/entity/Q48340	0.75	1.299	[0, 0, 0, 3]
632	ferdinand_vii_of_spain	tiger_woods	Ferdinand VII of Spain	Tiger Woods	http://www.wikidata.org/entity/Q186256	http://www.wikidata.org/entity/Q10993	0.75	0.8292	[0, 2, 0, 1]
633	tiger_woods	yangtze_river	Tiger Woods	Yangtze	http://www.wikidata.org/entity/Q10993	http://www.wikidata.org/entity/Q5413	0.75	1.299	[0, 0, 3, 0]
634	george_clooney	shanghai_sharks	George Clooney	Shanghai Sharks	http://www.wikidata.org/entity/Q23844	http://www.wikidata.org/entity/Q2502166	0.75	1.299	[0, 0, 0, 3]
635	crimean_mountains	international_atomic_energy_agency	Crimean Mountains	International Atomic Energy Agency	http://www.wikidata.org/entity/Q748282	http://www.wikidata.org/entity/Q41984	0.75	1.299	[0, 3, 0, 0]
636	alanis_morissette	china	Alanis Morissette	China	http://www.wikidata.org/entity/Q130742	http://www.wikidata.org/entity/Q148	0.75	1.299	[0, 0, 0, 3]
637	edmonton_oilers	dow_chemical_company	Edmonton Oilers	Dow Chemical Company	http://www.wikidata.org/entity/Q205973	http://www.wikidata.org/entity/Q855639	0.75	0.8292	[0, 2, 1, 0]
638	ramesses_ii	leicester_city_f.c.	Ramesses II	Leicester City F.C.		http://www.wikidata.org/entity/Q19481	0.75	1.299	[0, 0, 0, 3]
639	grand_canyon	miller_brewing_company	Grand Canyon	Miller Brewing Company	http://www.wikidata.org/entity/Q118841	http://www.wikidata.org/entity/Q658637	0.75	1.299	[0, 3, 0, 0]
640	busta_rhymes	conagra_foods	Busta Rhymes	ConAgra Foods	http://www.wikidata.org/entity/Q59185	http://www.wikidata.org/entity/Q1123399	0.6	1.2	[3, 0, 0, 0, 0]
641	qin_shi_huang	barbados	Qin Shi Huang	Barbados	http://www.wikidata.org/entity/Q7192	http://www.wikidata.org/entity/Q244	0.6	0.4899	[1, 1, 1, 0, 0]
642	sandra_day_o'connor	indian_institute_of_technology_delhi	Sandra Day O'Connor	Indian Institute of Technology Delhi	http://www.wikidata.org/entity/Q11132	http://www.wikidata.org/entity/Q1194650	0.6	0.8	[1, 0, 2, 0, 0]
643	tom_clancy	afghanistan	Tom Clancy	Afghanistan	http://www.wikidata.org/entity/Q105167	http://www.wikidata.org/entity/Q889	0.6	0.8	[2, 0, 0, 0, 1]
644	elvis_presley	delhi	Elvis Presley	Delhi	http://www.wikidata.org/entity/Q303	http://www.wikidata.org/entity/Q1353	0.6	1.2	[3, 0, 0, 0, 0]
645	karl_marx	fc_dynamo_voronezh	Karl Marx	F.C. Dynamo Voronezh	http://www.wikidata.org/entity/Q9061		0.6	0.8	[0, 1, 0, 0, 2]
646	queen_victoria	syria	Queen Victoria	Syria	http://www.wikidata.org/entity/Q9439	http://www.wikidata.org/entity/Q858	0.6	0.8	[1, 0, 2, 0, 0]
647	frederick_i,_holy_roman_emperor	danielle_steel	Frederick I, Holy Roman Emperor	Danielle Steel	http://www.wikidata.org/entity/Q79789	http://www.wikidata.org/entity/Q72653	0.5	0.5	[0, 1, 0, 1]
648	michael_jackson	ferrari	Michael Jackson	Ferrari	http://www.wikidata.org/entity/Q2831	http://www.wikidata.org/entity/Q27586	0.5	0.866	[0, 2, 0, 0]
649	social_security_administration	german_army	Social Security Administration	German Army	http://www.wikidata.org/entity/Q2824618	http://www.wikidata.org/entity/Q11322507	0.5	0.866	[0, 2, 0, 0]
650	catherine_the_great	paypal	Catherine the Great	PayPal	http://www.wikidata.org/entity/Q36450	http://www.wikidata.org/entity/Q483959	0.5	0.866	[0, 2, 0, 0]
651	achilles	university_of_north_carolina_at_greensboro	Achilles	University of North Carolina at Greensboro	http://www.wikidata.org/entity/Q41746	http://www.wikidata.org/entity/Q1321380	0.5	0.866	[0, 2, 0, 0]
652	peru	mercedes-benz	Peru	Mercedes-Benz	http://www.wikidata.org/entity/Q419	http://www.wikidata.org/entity/Q36008	0.5	0.866	[0, 0, 0, 2]
653	martin_van_buren	united_states_department_of_homeland_security	Martin van Buren	United States Department of Homeland Security	http://www.wikidata.org/entity/Q11820	http://www.wikidata.org/entity/Q11231	0.5	0.866	[2, 0, 0, 0]
654	tennessee_williams	indian_space_research_organisation	Tennessee Williams	Indian Space Research Organisation	http://www.wikidata.org/entity/Q134262	http://www.wikidata.org/entity/Q229058	0.5	0.5	[0, 1, 0, 1]
655	virgil	federal_highway_administration	Virgil	Federal Highway Administration	http://www.wikidata.org/entity/Q1398	http://www.wikidata.org/entity/Q800112	0.5	0.866	[0, 0, 2, 0]
656	harvard_law_school	green_party	Harvard Law School	Green Party	http://www.wikidata.org/entity/Q49122	http://www.wikidata.org/entity/Q417389	0.5	0.866	[2, 0, 0, 0]
657	child_protective_services	german_navy	Child Protective Services	German Navy	http://www.wikidata.org/entity/Q5097775	http://www.wikidata.org/entity/Q56015	0.5	0.866	[0, 0, 2, 0]
658	john_mccain	grand_canyon	John McCain	Grand Canyon	http://www.wikidata.org/entity/Q10390	http://www.wikidata.org/entity/Q118841	0.4	0.8	[0, 2, 0, 0, 0]
659	rumi	alfa_romeo	Rumi	Alfa Romeo	http://www.wikidata.org/entity/Q43347	http://www.wikidata.org/entity/Q26921	0.4	0.8	[0, 0, 2, 0, 0]
660	uzbekistan	shanghai_sharks	Uzbekistan	Shanghai Sharks	http://www.wikidata.org/entity/Q265	http://www.wikidata.org/entity/Q2502166	0.4	0.4899	[1, 0, 1, 0, 0]
661	yasser_arafat	edmonton_oilers	Yasser Arafat	Edmonton Oilers	http://www.wikidata.org/entity/Q34211	http://www.wikidata.org/entity/Q205973	0.4	0.8	[2, 0, 0, 0, 0]
662	richard_feynman	paris-sorbonne_university	Richard Feynman	Paris-Sorbonne University	http://www.wikidata.org/entity/Q39246	http://www.wikidata.org/entity/Q546118	0.25	0.433	[0, 1, 0, 0]
663	nefertiti	university_of_copenhagen	Nefertiti	University of Copenhagen	http://www.wikidata.org/entity/Q40930	http://www.wikidata.org/entity/Q186285	0.25	0.433	[0, 0, 1, 0]
664	green_party	memorial_sloan_kettering_cancer_center	Green Party	Memorial Sloan Kettering Cancer Center	http://www.wikidata.org/entity/Q417389	http://www.wikidata.org/entity/Q1808012	0.25	0.433	[0, 0, 1, 0]
665	fred_astaire	nepal	Fred Astaire	Nepal	http://www.wikidata.org/entity/Q100937	http://www.wikidata.org/entity/Q837	0.25	0.433	[0, 1, 0, 0]
666	karachi	edmonton_oilers	Karachi	Edmonton Oilers	http://www.wikidata.org/entity/Q8660	http://www.wikidata.org/entity/Q205973	0.25	0.433	[0, 0, 0, 1]
667	ernest_hemingway	oceania	Ernest Hemingway	Oceania	http://www.wikidata.org/entity/Q23434	http://www.wikidata.org/entity/Q538	0.25	0.433	[0, 1, 0, 0]
668	archimedes	chicago_mercantile_exchange	Archimedes	Chicago Mercantile Exchange	http://www.wikidata.org/entity/Q8739	http://www.wikidata.org/entity/Q1071967	0.25	0.433	[0, 0, 0, 1]
669	michelangelo	mississippi_river	Michelangelo	Mississippi River	http://www.wikidata.org/entity/Q5592	http://www.wikidata.org/entity/Q1497	0.2	0.4	[0, 0, 1, 0, 0]
670	silvio_berlusconi	portugal	Silvio Berlusconi	Portugal	http://www.wikidata.org/entity/Q11860	http://www.wikidata.org/entity/Q45	0.0	0.0	[0, 0, 0, 0]
671	michael_jordan	kosovo	Michael Jordan	Kosovo	http://www.wikidata.org/entity/Q41421	http://www.wikidata.org/entity/Q1246	0.0	0.0	[0, 0, 0, 0]
672	matterhorn	alcoholics_anonymous	Matterhorn	Alcoholics Anonymous	http://www.wikidata.org/entity/Q1374	http://www.wikidata.org/entity/Q18231	0.0	0.0	[0, 0, 0, 0]
673	lady_gaga	iraq	Lady Gaga	Iraq	http://www.wikidata.org/entity/Q19848	http://www.wikidata.org/entity/Q796	0.0	0.0	[0, 0, 0, 0]
674	catskill_mountains	united_states_marine_corps	Catskill Mountains	United States Marine Corps	http://www.wikidata.org/entity/Q630566	http://www.wikidata.org/entity/Q11218	0.0	0.0	[0, 0, 0, 0]
675	sherlock_holmes	united_states	Sherlock Holmes	United States	http://www.wikidata.org/entity/Q4653	http://www.wikidata.org/entity/Q30	0.0	0.0	[0, 0, 0, 0]
676	danielle_steel	international_atomic_energy_agency	Danielle Steel	International Atomic Energy Agency	http://www.wikidata.org/entity/Q72653	http://www.wikidata.org/entity/Q41984	0.0	0.0	[0, 0, 0, 0]
677	university_of_the_punjab	tumblr	University of the Punjab	Tumblr	http://www.wikidata.org/entity/Q1549932	http://www.wikidata.org/entity/Q384060	0.0	0.0	[0, 0, 0, 0]
678	miley_cyrus	italian_army	Miley Cyrus	Italian Army	http://www.wikidata.org/entity/Q4235	http://www.wikidata.org/entity/Q796411	0.0	0.0	[0, 0, 0, 0]
679	ukraine	international_atomic_energy_agency	Ukraine	International Atomic Energy Agency	http://www.wikidata.org/entity/Q212	http://www.wikidata.org/entity/Q41984	0.0	0.0	[0, 0, 0, 0]
680	william_shakespeare	aishwarya_rai	William Shakespeare	Aishwarya Rai	http://www.wikidata.org/entity/Q692	http://www.wikidata.org/entity/Q47059	0.0	0.0	[0, 0, 0, 0]
681	bell_hooks	africa	bell hooks	Africa	http://www.wikidata.org/entity/Q259507	http://www.wikidata.org/entity/Q15	0.0	0.0	[0, 0, 0, 0]
682	paris	the_church_of_jesus_christ_of_latter-day_saints	Paris	The Church of Jesus Christ of Latter-day Saints	http://www.wikidata.org/entity/Q90	http://www.wikidata.org/entity/Q42504	0.0	0.0	[0, 0, 0, 0, 0]
683	facebook	university_of_toronto	Facebook	University of Toronto	http://www.wikidata.org/entity/Q355	http://www.wikidata.org/entity/Q180865	0.0	0.0	[0, 0, 0, 0]
684	kim_jong-il	bbc_worldwide	Kim Jong-il	BBC Worldwide	http://www.wikidata.org/entity/Q10665	http://www.wikidata.org/entity/Q2071905	0.0	0.0	[0, 0, 0, 0]
685	royal_geographical_society	child_protective_services	Royal Geographical Society	Child Protective Services	http://www.wikidata.org/entity/Q691152	http://www.wikidata.org/entity/Q5097775	0.0	0.0	[0, 0, 0, 0]
686	martin_van_buren	stone_cold_steve_austin	Martin van Buren	Stone Cold Steve Austin	http://www.wikidata.org/entity/Q11820	http://www.wikidata.org/entity/Q44313	0.0	0.0	[0, 0, 0, 0]
687	mayo_clinic	united_nations_security_council	Mayo Clinic	United Nations Security Council	http://www.wikidata.org/entity/Q1130172	http://www.wikidata.org/entity/Q37470	0.0	0.0	[0, 0, 0, 0]
